"dimen","variable","value"
"p = 20","Yes",11.1063093610401
"p = 20","Yes",10.7637057137635
"p = 20","Yes",10.888028812817
"p = 20","Yes",11.660584686852
"p = 20","Yes",11.5851557151091
"p = 20","Yes",10.4151753397641
"p = 20","Yes",12.1467152581398
"p = 20","Yes",12.5157450132345
"p = 20","Yes",12.8476600762381
"p = 20","Yes",11.8232041544105
"p = 20","Yes",11.1684551838374
"p = 20","Yes",10.261734052544
"p = 20","Yes",10.4225325863028
"p = 20","Yes",9.99747238628859
"p = 20","Yes",10.7671806277598
"p = 20","Yes",11.3085250093315
"p = 20","Yes",12.0700187909048
"p = 20","Yes",11.4164917470124
"p = 20","Yes",10.5158115059839
"p = 20","Yes",11.3012196991861
"p = 20","Yes",13.9530663428777
"p = 20","Yes",9.56413607383076
"p = 20","Yes",10.6952911939003
"p = 20","Yes",11.4508552922315
"p = 20","Yes",12.3942519963143
"p = 20","Yes",12.9156175048889
"p = 20","Yes",11.038307116573
"p = 20","Yes",13.0693481603025
"p = 20","Yes",10.9770473886519
"p = 20","Yes",11.9676173034711
"p = 20","Yes",10.7805179835435
"p = 20","Yes",12.7684100765831
"p = 20","Yes",11.2844713330972
"p = 20","Yes",11.212634256178
"p = 20","Yes",11.582818905754
"p = 20","Yes",10.979314308561
"p = 20","Yes",9.26708798525351
"p = 20","Yes",10.9084388850117
"p = 20","Yes",10.8225889714044
"p = 20","Yes",11.8735297464315
"p = 20","Yes",10.6371596895176
"p = 20","Yes",13.8733480248477
"p = 20","Yes",11.6177243230041
"p = 20","Yes",12.4647906818996
"p = 20","Yes",10.2280576114118
"p = 20","Yes",13.1329603172401
"p = 20","Yes",11.8915213114278
"p = 20","Yes",11.175834998092
"p = 20","Yes",10.6465214649742
"p = 20","Yes",11.8763842746298
"p = 20","Yes",10.2798426249622
"p = 20","Yes",13.1299331051215
"p = 20","Yes",11.7053740619979
"p = 20","Yes",13.1693530764318
"p = 20","Yes",11.4292478434501
"p = 20","Yes",10.8514262481682
"p = 20","Yes",13.0919870578189
"p = 20","Yes",10.9668376426659
"p = 20","Yes",10.7961368224782
"p = 20","Yes",12.3162887941492
"p = 20","Yes",10.6587702850251
"p = 20","Yes",11.5665134251116
"p = 20","Yes",12.8685199309712
"p = 20","Yes",12.4789331729625
"p = 20","Yes",13.1766898367394
"p = 20","Yes",10.5959420925507
"p = 20","Yes",10.9362599857288
"p = 20","Yes",12.5392842898495
"p = 20","Yes",11.8779918757524
"p = 20","Yes",10.9367976267492
"p = 20","Yes",10.9410044630893
"p = 20","Yes",12.1576383277003
"p = 20","Yes",12.1305033445874
"p = 20","Yes",12.6744049318903
"p = 20","Yes",11.6774184184937
"p = 20","Yes",11.8333531021545
"p = 20","Yes",8.66229879424635
"p = 20","Yes",12.3858757688411
"p = 20","Yes",11.4989947557313
"p = 20","Yes",12.5457252254928
"p = 20","Yes",11.5079870225964
"p = 20","Yes",12.1521708789959
"p = 20","Yes",10.5005719261228
"p = 20","Yes",11.2668777224272
"p = 20","Yes",12.1641171675917
"p = 20","Yes",10.5197951443261
"p = 20","Yes",9.90055025927124
"p = 20","Yes",11.6819920377109
"p = 20","Yes",11.281982291176
"p = 20","Yes",12.1104340547014
"p = 20","Yes",11.7734327167486
"p = 20","Yes",11.095674772817
"p = 20","Yes",10.0354436831411
"p = 20","Yes",13.1951159444372
"p = 20","Yes",11.5820919625858
"p = 20","Yes",11.1911393222516
"p = 20","Yes",12.2506445428628
"p = 20","Yes",11.2895236791252
"p = 20","Yes",11.310876202502
"p = 20","Yes",9.73538671031556
"p = 20","Yes",11.0473907551587
"p = 20","Yes",11.4997228937421
"p = 20","Yes",12.1596253438943
"p = 20","Yes",11.586750609686
"p = 20","Yes",11.4558665962028
"p = 20","Yes",12.3422808266086
"p = 20","Yes",12.703113036238
"p = 20","Yes",12.9456769957825
"p = 20","Yes",10.3524856706116
"p = 20","Yes",13.498817450046
"p = 20","Yes",11.8668888358679
"p = 20","Yes",11.4981196863046
"p = 20","Yes",11.0683105612493
"p = 20","Yes",12.0516669269207
"p = 20","Yes",11.1047076259835
"p = 20","Yes",12.4531657848562
"p = 20","Yes",12.7493574701215
"p = 20","Yes",11.7530038181149
"p = 20","Yes",13.757010077742
"p = 20","Yes",11.6611014527522
"p = 20","Yes",11.9162997399918
"p = 20","Yes",12.3244818787121
"p = 20","Yes",11.4357659005668
"p = 20","Yes",12.8033075661529
"p = 20","Yes",11.7543631705234
"p = 20","Yes",11.9924484628456
"p = 20","Yes",11.3921748819732
"p = 20","Yes",10.9439726581136
"p = 20","Yes",10.7218236236272
"p = 20","Yes",11.7282819678145
"p = 20","Yes",12.2407647833065
"p = 20","Yes",10.7777070544637
"p = 20","Yes",11.0518809348523
"p = 20","Yes",11.0827635597766
"p = 20","Yes",9.50183181166294
"p = 20","Yes",12.6430969201798
"p = 20","Yes",11.4881421574793
"p = 20","Yes",9.92642860048427
"p = 20","Yes",10.007611646851
"p = 20","Yes",9.85271014200354
"p = 20","Yes",9.65185053690449
"p = 20","Yes",10.8277848785237
"p = 20","Yes",10.1827559570912
"p = 20","Yes",10.720984735913
"p = 20","Yes",11.9626972080614
"p = 20","Yes",11.168937846032
"p = 20","Yes",11.9346506806412
"p = 20","Yes",10.7639262064735
"p = 20","Yes",12.6534976032868
"p = 20","Yes",11.6633454375591
"p = 20","Yes",11.3320456496095
"p = 20","Yes",12.8369415592744
"p = 20","Yes",10.9502515529061
"p = 20","Yes",10.4497646877691
"p = 20","Yes",10.2347555902757
"p = 20","Yes",12.429797278005
"p = 20","Yes",11.4963126049674
"p = 20","Yes",10.7809816013037
"p = 20","Yes",12.3057821705399
"p = 20","Yes",12.4980509805912
"p = 20","Yes",11.9721908241153
"p = 20","Yes",9.30356000495652
"p = 20","Yes",12.6648964113694
"p = 20","Yes",13.0326860646679
"p = 20","Yes",11.0707120780616
"p = 20","Yes",12.2992116033726
"p = 20","Yes",12.8399480583914
"p = 20","Yes",11.0815684150786
"p = 20","Yes",9.92293616019899
"p = 20","Yes",9.90370418114087
"p = 20","Yes",11.389889266973
"p = 20","Yes",11.6339439145674
"p = 20","Yes",12.0625014015224
"p = 20","Yes",11.5010552146667
"p = 20","Yes",10.3673085154497
"p = 20","Yes",10.8920229921088
"p = 20","Yes",11.0827046044622
"p = 20","Yes",11.9872257999351
"p = 20","Yes",11.9313989849255
"p = 20","Yes",10.6867140383787
"p = 20","Yes",11.1517768257187
"p = 20","Yes",12.0497775564729
"p = 20","Yes",11.3214558284377
"p = 20","Yes",11.155546288107
"p = 20","Yes",11.7712814121806
"p = 20","Yes",11.6530098291001
"p = 20","Yes",12.9733222432982
"p = 20","Yes",10.6166428702665
"p = 20","Yes",10.7757357541159
"p = 20","Yes",11.5964963950938
"p = 20","Yes",13.3313720150923
"p = 20","Yes",12.2632404817632
"p = 20","Yes",10.9382249644153
"p = 20","Yes",13.1044743972421
"p = 20","Yes",12.3227065970399
"p = 20","Yes",10.3487726370746
"p = 20","Yes",12.7979451405155
"p = 20","Yes",12.5419344262935
"p = 20","Yes",10.0374954195557
"p = 20","Yes",12.4306754149376
"p = 20","Yes",11.3463402725523
"p = 20","Yes",10.2259868696623
"p = 20","Yes",11.2533085686445
"p = 20","Yes",10.8882770543905
"p = 20","Yes",11.1452626260824
"p = 20","Yes",12.9060714895158
"p = 20","Yes",12.9818620534184
"p = 20","Yes",11.7114867992956
"p = 20","Yes",10.7658246021003
"p = 20","Yes",10.0248140442123
"p = 20","Yes",11.8462577218776
"p = 20","Yes",11.5632247978961
"p = 20","Yes",12.067508810025
"p = 20","Yes",10.4106331454854
"p = 20","Yes",11.1190580717275
"p = 20","Yes",12.591887231691
"p = 20","Yes",11.7257352839291
"p = 20","Yes",11.9013118576045
"p = 20","Yes",14.1265632577413
"p = 20","Yes",11.4422914519226
"p = 20","Yes",12.7092070726461
"p = 20","Yes",10.3673711549627
"p = 20","Yes",11.7955705567103
"p = 20","Yes",11.4890919301954
"p = 20","Yes",13.0429540871143
"p = 20","Yes",9.66600747312618
"p = 20","Yes",10.5611532878469
"p = 20","Yes",12.301777133562
"p = 20","Yes",11.3481499394195
"p = 20","Yes",12.5391684188442
"p = 20","Yes",10.6328911463008
"p = 20","Yes",11.4884931738361
"p = 20","Yes",11.2995039558676
"p = 20","Yes",10.7328032418271
"p = 20","Yes",11.5038703850415
"p = 20","Yes",11.3038858098195
"p = 20","Yes",12.5533382821066
"p = 20","Yes",10.0331666530091
"p = 20","Yes",12.4224092665165
"p = 20","Yes",13.2785918998378
"p = 20","Yes",13.8848741336349
"p = 20","Yes",11.9985642873237
"p = 20","Yes",13.4863459352203
"p = 20","Yes",14.1611193908809
"p = 20","Yes",12.8280415375508
"p = 20","Yes",12.2163102512102
"p = 20","Yes",12.6409517657474
"p = 20","Yes",12.0714388602102
"p = 20","Yes",10.656046035277
"p = 20","Yes",10.9552252892288
"p = 20","Yes",10.8668258321357
"p = 20","Yes",12.0777788072789
"p = 20","Yes",10.5667099337286
"p = 20","Yes",11.1271573068779
"p = 20","Yes",11.5430933368464
"p = 20","Yes",12.0240548480913
"p = 20","Yes",12.8726224303878
"p = 20","Yes",14.3497410777805
"p = 20","Yes",10.0088298005087
"p = 20","Yes",11.9646540093596
"p = 20","Yes",12.2456022082466
"p = 20","Yes",10.3532183895869
"p = 20","Yes",10.374232585575
"p = 20","Yes",12.8362922337794
"p = 20","Yes",12.1908821545514
"p = 20","Yes",10.8136229262791
"p = 20","Yes",11.3497645853069
"p = 20","Yes",11.329795823873
"p = 20","Yes",11.6009022631934
"p = 20","Yes",12.4345728651922
"p = 20","Yes",10.6270952107519
"p = 20","Yes",12.1188011051242
"p = 20","Yes",12.2601412652282
"p = 20","Yes",9.02512400833403
"p = 20","Yes",10.0732926032606
"p = 20","Yes",12.527327000806
"p = 20","Yes",12.4252984807179
"p = 20","Yes",9.21234818497006
"p = 20","Yes",11.603161074104
"p = 20","Yes",12.5757069199586
"p = 20","Yes",9.69566192124025
"p = 20","Yes",12.3038876876369
"p = 20","Yes",11.9509661686894
"p = 20","Yes",11.127341643511
"p = 20","Yes",11.5605364511933
"p = 20","Yes",11.3512990691643
"p = 20","Yes",10.7373953721704
"p = 20","Yes",11.5149983774363
"p = 20","Yes",11.6862443043602
"p = 20","Yes",10.7887531097858
"p = 20","Yes",12.4761455329581
"p = 20","Yes",10.8110909227796
"p = 20","Yes",12.4924335922786
"p = 20","Yes",12.6244103752262
"p = 20","Yes",10.9282858823327
"p = 20","Yes",8.9919739062535
"p = 20","Yes",12.2517965976453
"p = 20","Yes",12.2090731215834
"p = 20","Yes",11.1490708345025
"p = 20","Yes",11.4512142388641
"p = 20","Yes",14.595347262544
"p = 20","Yes",11.6931874346535
"p = 20","Yes",11.0526615750251
"p = 20","Yes",13.3017023733883
"p = 20","Yes",11.0322288760907
"p = 20","Yes",11.2180197531215
"p = 20","Yes",11.7384613034534
"p = 20","Yes",11.6844181677298
"p = 20","Yes",11.7097236863116
"p = 20","Yes",10.8298904901965
"p = 20","Yes",12.8987049861148
"p = 20","Yes",11.6767932248124
"p = 20","Yes",13.5386952313873
"p = 20","Yes",12.7660824851875
"p = 20","Yes",13.1909720727897
"p = 20","Yes",9.9035370003798
"p = 20","Yes",9.50470176829501
"p = 20","Yes",10.707061480131
"p = 20","Yes",13.7825488915686
"p = 20","Yes",11.9896084171001
"p = 20","Yes",12.3465549243307
"p = 20","Yes",10.8247501329184
"p = 20","Yes",11.4700890777543
"p = 20","Yes",13.4793027809675
"p = 20","Yes",13.0310895453257
"p = 20","Yes",10.5021433342869
"p = 20","Yes",12.3477127186427
"p = 20","Yes",12.819932792665
"p = 20","Yes",11.6235535998445
"p = 20","Yes",11.3252099684443
"p = 20","Yes",12.6181787598532
"p = 20","Yes",12.1755041038323
"p = 20","Yes",12.2838034358438
"p = 20","Yes",10.6966161277661
"p = 20","Yes",10.2711284963337
"p = 20","Yes",11.3687404661447
"p = 20","Yes",11.4041998508745
"p = 20","Yes",11.1390257535751
"p = 20","Yes",12.8504700715006
"p = 20","Yes",11.685721312072
"p = 20","Yes",11.1759501397013
"p = 20","Yes",10.6741526564654
"p = 20","Yes",12.2349684847345
"p = 20","Yes",10.1720214404984
"p = 20","Yes",8.51095763233782
"p = 20","Yes",10.8803221906067
"p = 20","Yes",11.9841321235527
"p = 20","Yes",11.2780167954678
"p = 20","Yes",10.9602191765351
"p = 20","Yes",10.2884695122485
"p = 20","Yes",10.9852433004999
"p = 20","Yes",9.01580568782623
"p = 20","Yes",10.6256075179957
"p = 20","Yes",11.1575489972805
"p = 20","Yes",10.5602233622888
"p = 20","Yes",12.897513347141
"p = 20","Yes",12.1525846063528
"p = 20","Yes",12.3521290861583
"p = 20","Yes",11.2345938351435
"p = 20","Yes",10.8148667524512
"p = 20","Yes",11.4278139722751
"p = 20","Yes",10.6010329449686
"p = 20","Yes",10.8752677479889
"p = 20","Yes",10.6010277616438
"p = 20","Yes",11.7308877758062
"p = 20","Yes",9.98299588253385
"p = 20","Yes",11.8679596443075
"p = 20","Yes",12.0085951297863
"p = 20","Yes",12.6328945203096
"p = 20","Yes",12.0234438942085
"p = 20","Yes",11.1830785496379
"p = 20","Yes",11.4517771884434
"p = 20","Yes",10.0559962998169
"p = 20","Yes",10.4914097953192
"p = 20","Yes",9.65047562495597
"p = 20","Yes",11.393309868845
"p = 20","Yes",11.6113259393107
"p = 20","Yes",10.4831931481813
"p = 20","Yes",10.1894287802933
"p = 20","Yes",14.1068452747301
"p = 20","Yes",9.55023740266798
"p = 20","Yes",11.1478732310035
"p = 20","Yes",11.2717437756494
"p = 20","Yes",12.6522420668892
"p = 20","Yes",12.6516925259338
"p = 20","Yes",11.2842281050412
"p = 20","Yes",10.0429587896942
"p = 20","Yes",9.93162393188066
"p = 20","Yes",10.9858738950194
"p = 20","Yes",13.7789073278451
"p = 20","Yes",12.1640168658511
"p = 20","Yes",11.3487120793573
"p = 20","Yes",10.9645693849391
"p = 20","Yes",11.9474488802924
"p = 20","Yes",10.6989692188342
"p = 20","Yes",13.0531343705099
"p = 20","Yes",12.0217029701801
"p = 20","Yes",11.7612647788536
"p = 20","Yes",10.0563950541688
"p = 20","Yes",13.1661999965115
"p = 20","Yes",12.4851065993159
"p = 20","Yes",12.1683715514843
"p = 20","Yes",12.7356229754584
"p = 20","Yes",10.8670496526499
"p = 20","Yes",11.6704354991786
"p = 20","Yes",10.9615126670141
"p = 20","Yes",10.6367106631042
"p = 20","Yes",11.4519230255801
"p = 20","Yes",11.7247506820251
"p = 20","Yes",11.5795670357543
"p = 20","Yes",12.608251855869
"p = 20","Yes",12.6393525336666
"p = 20","Yes",10.4685731854847
"p = 20","Yes",11.2489208351866
"p = 20","Yes",10.6749969038042
"p = 20","Yes",10.1513177266416
"p = 20","Yes",10.1237247933886
"p = 20","Yes",12.141721941397
"p = 20","Yes",11.9873791436784
"p = 20","Yes",10.7206795474091
"p = 20","Yes",10.936612417644
"p = 20","Yes",12.0301251856995
"p = 20","Yes",9.68494992835878
"p = 20","Yes",9.7447765860735
"p = 20","Yes",10.4160268418866
"p = 20","Yes",12.7228252171919
"p = 20","Yes",12.1851738807115
"p = 20","Yes",11.4910296903075
"p = 20","Yes",10.9579875313347
"p = 20","Yes",10.531906714785
"p = 20","Yes",13.6001896479294
"p = 20","Yes",11.5344296254349
"p = 20","Yes",13.7587219247573
"p = 20","Yes",11.6460542686933
"p = 20","Yes",11.2142224779322
"p = 20","Yes",11.4082824309532
"p = 20","Yes",11.2361895020724
"p = 20","Yes",12.2068334389526
"p = 20","Yes",10.4077777966015
"p = 20","Yes",12.7661672286963
"p = 20","Yes",12.3111837375333
"p = 20","Yes",11.3930158376898
"p = 20","Yes",10.4197192779736
"p = 20","Yes",11.7788943510107
"p = 20","Yes",12.0777609312973
"p = 20","Yes",11.9862753206215
"p = 20","Yes",11.3253292460766
"p = 20","Yes",12.0440905147326
"p = 20","Yes",12.3494894751865
"p = 20","Yes",10.963950173386
"p = 20","Yes",11.6230890335521
"p = 20","Yes",10.9233206687525
"p = 20","Yes",11.052958639024
"p = 20","Yes",9.44102136387479
"p = 20","Yes",10.9698648186174
"p = 20","Yes",9.859267615824
"p = 20","Yes",10.8840289328799
"p = 20","Yes",12.9623164797377
"p = 20","Yes",11.1312586724813
"p = 20","Yes",10.0685512951029
"p = 20","Yes",10.5725373542163
"p = 20","Yes",11.4110094371069
"p = 20","Yes",12.0809554013342
"p = 20","Yes",9.80650177513382
"p = 20","Yes",11.1500950249358
"p = 20","Yes",12.6687605842171
"p = 20","Yes",10.7221741787326
"p = 20","Yes",11.4495188501754
"p = 20","Yes",11.9676882780927
"p = 20","Yes",13.7232094212168
"p = 20","Yes",13.3573650675165
"p = 20","Yes",11.0127344868195
"p = 20","Yes",11.63931283952
"p = 20","Yes",11.5242257663344
"p = 20","Yes",11.7044163712684
"p = 20","Yes",12.3162502999143
"p = 20","Yes",10.6484971107345
"p = 20","Yes",11.1789754065638
"p = 20","Yes",13.5410530451392
"p = 20","Yes",11.2294526383974
"p = 20","Yes",10.7623833862735
"p = 20","Yes",12.8215996198489
"p = 20","Yes",11.9855180599798
"p = 20","Yes",12.6762222545984
"p = 20","Yes",10.9139130107514
"p = 20","Yes",11.3291580038734
"p = 20","Yes",11.6813371267529
"p = 20","Yes",12.2837331238592
"p = 20","Yes",12.3227751186914
"p = 20","Yes",14.7873075434247
"p = 20","Yes",11.9494016867091
"p = 20","Yes",10.5585640577128
"p = 20","Yes",11.9955166829936
"p = 20","Yes",13.3968476141718
"p = 20","Yes",13.0009225958272
"p = 20","Yes",12.3557435247271
"p = 20","Yes",9.49482765072151
"p = 20","Yes",10.5952900503917
"p = 20","Yes",11.2127425432494
"p = 20","Yes",12.8408914532561
"p = 20","Yes",11.4423003860753
"p = 20","Yes",9.58824240431835
"p = 20","Yes",12.4186695741094
"p = 20","Yes",11.5110828911259
"p = 20","Yes",13.3498678280485
"p = 20","Yes",12.267567898902
"p = 20","Yes",11.7905550457572
"p = 20","Yes",10.1137174871255
"p = 20","Yes",10.2681828983437
"p = 20","Yes",11.552793214746
"p = 20","Yes",10.4996624667941
"p = 20","Yes",11.286032763619
"p = 20","Yes",11.9787417927713
"p = 20","Yes",10.4110711825468
"p = 20","Yes",12.3607327813841
"p = 20","Yes",12.25378620184
"p = 20","Yes",11.7995440139172
"p = 20","Yes",10.859144345348
"p = 20","Yes",9.46411093617988
"p = 20","Yes",11.9099356245945
"p = 20","Yes",10.8325153212359
"p = 20","Yes",11.7925971821042
"p = 20","Yes",11.664852196286
"p = 20","Yes",10.9701849152126
"p = 20","Yes",9.83801194833212
"p = 20","Yes",11.6294882987529
"p = 20","Yes",9.96185881697586
"p = 20","Yes",12.0031266254688
"p = 20","Yes",11.531501707712
"p = 20","Yes",10.5632877370949
"p = 20","Yes",9.63676836457513
"p = 20","Yes",10.9785835375951
"p = 20","Yes",11.2842532293466
"p = 20","Yes",8.97301075463642
"p = 20","Yes",10.1812368767038
"p = 20","Yes",12.4559930712743
"p = 20","Yes",11.9467864269573
"p = 20","Yes",11.3720442764894
"p = 20","Yes",11.1605596535352
"p = 20","Yes",10.2098089462041
"p = 20","Yes",11.7205329753227
"p = 20","Yes",10.9619754048825
"p = 20","Yes",10.5201939067191
"p = 20","Yes",9.98231529989855
"p = 20","Yes",12.1720012185055
"p = 20","Yes",11.3861454974581
"p = 20","Yes",13.2768022083002
"p = 20","Yes",12.2872697970794
"p = 20","Yes",10.8299619584261
"p = 20","Yes",11.1616147919924
"p = 20","Yes",11.664192083432
"p = 20","Yes",11.7255374299556
"p = 20","Yes",12.0516023385379
"p = 20","Yes",12.5453322601879
"p = 20","Yes",10.5703012553424
"p = 20","Yes",12.042033431233
"p = 20","Yes",10.8616310952267
"p = 20","Yes",11.5929577342936
"p = 20","Yes",10.8029511544127
"p = 20","Yes",11.380720611992
"p = 20","Yes",12.3997248762254
"p = 20","Yes",11.1124184536193
"p = 20","Yes",10.6310484428659
"p = 20","Yes",11.2039343830404
"p = 20","Yes",13.3046170970985
"p = 20","Yes",9.77644873023716
"p = 20","Yes",12.418380281312
"p = 20","Yes",11.6024237622273
"p = 20","Yes",11.5640136982355
"p = 20","Yes",11.7476778873468
"p = 20","Yes",11.8176293139327
"p = 20","Yes",11.1728182575487
"p = 20","Yes",12.3103667198488
"p = 20","Yes",10.9044910867838
"p = 20","Yes",11.2573370393125
"p = 20","Yes",10.6826425682147
"p = 20","Yes",11.1677053117984
"p = 20","Yes",10.5708067880272
"p = 20","Yes",11.2613658072882
"p = 20","Yes",11.2410864819072
"p = 20","Yes",12.0512564429749
"p = 20","Yes",10.8487877533917
"p = 20","Yes",13.1079534420798
"p = 20","Yes",10.8575767185495
"p = 20","Yes",10.863374917856
"p = 20","Yes",12.0957920697836
"p = 20","Yes",10.1554820559508
"p = 20","Yes",11.4992933609076
"p = 20","Yes",11.4479042000482
"p = 20","Yes",11.8959318938735
"p = 20","Yes",12.1876800729586
"p = 20","Yes",11.2656039916538
"p = 20","Yes",12.9221280222966
"p = 20","Yes",11.1298347937744
"p = 20","Yes",11.9048044125789
"p = 20","Yes",11.9052435752414
"p = 20","Yes",12.720929156659
"p = 20","Yes",10.8315357843055
"p = 20","Yes",10.5556678734967
"p = 20","Yes",12.084475729089
"p = 20","Yes",11.465093209738
"p = 20","Yes",9.64390990752724
"p = 20","Yes",11.1336689133337
"p = 20","Yes",11.0590721360295
"p = 20","Yes",10.8611171955809
"p = 20","Yes",11.0393915363324
"p = 20","Yes",10.5208676970701
"p = 20","Yes",12.9605661146679
"p = 20","Yes",11.3038952734349
"p = 20","Yes",11.5823751650435
"p = 20","Yes",10.8463502259801
"p = 20","Yes",11.2913723543104
"p = 20","Yes",11.8762357592505
"p = 20","Yes",10.1314684790741
"p = 20","Yes",11.9374310297496
"p = 20","Yes",11.8181929098001
"p = 20","Yes",10.2837920339704
"p = 20","Yes",12.3178102805743
"p = 20","Yes",11.8903483806485
"p = 20","Yes",10.6172042048634
"p = 20","Yes",11.0182833051959
"p = 20","Yes",11.9422421012772
"p = 20","Yes",9.97915763949161
"p = 20","Yes",10.6311200392115
"p = 20","Yes",10.5699800434571
"p = 20","Yes",12.1571464589709
"p = 20","Yes",11.8697409956872
"p = 20","Yes",10.5920883664473
"p = 20","Yes",10.1814721336757
"p = 20","Yes",11.099142953922
"p = 20","Yes",11.9247491025792
"p = 20","Yes",13.5305032039817
"p = 20","Yes",11.773494995751
"p = 20","Yes",11.3570920656949
"p = 20","Yes",10.7208049431536
"p = 20","Yes",12.2322882043728
"p = 20","Yes",14.1779807522052
"p = 20","Yes",12.755814685741
"p = 20","Yes",13.4305399726543
