"dimen","variable","value"
"p = 20","Yes",11.9467584893149
"p = 20","Yes",9.5992123862704
"p = 20","Yes",11.1915217954946
"p = 20","Yes",12.396228542374
"p = 20","Yes",11.8784348258734
"p = 20","Yes",10.490545433034
"p = 20","Yes",11.6495567004814
"p = 20","Yes",13.3127500161825
"p = 20","Yes",12.257179819295
"p = 20","Yes",9.98443723278744
"p = 20","Yes",10.6447641346671
"p = 20","Yes",11.757805287148
"p = 20","Yes",10.1164495986118
"p = 20","Yes",11.6709180415127
"p = 20","Yes",11.3303413989199
"p = 20","Yes",11.9517746275832
"p = 20","Yes",10.5554090958858
"p = 20","Yes",11.1468744220142
"p = 20","Yes",11.5684806377683
"p = 20","Yes",12.0678317298976
"p = 20","Yes",13.0271855530006
"p = 20","Yes",12.6873384171948
"p = 20","Yes",13.4521687582565
"p = 20","Yes",11.3745550369266
"p = 20","Yes",10.816305979057
"p = 20","Yes",10.8712432582697
"p = 20","Yes",12.2090531994791
"p = 20","Yes",13.376705934602
"p = 20","Yes",10.6829927249861
"p = 20","Yes",12.3341831580399
"p = 20","Yes",10.4187341370841
"p = 20","Yes",10.2748553832431
"p = 20","Yes",11.8478262671386
"p = 20","Yes",10.8264304548726
"p = 20","Yes",10.7857915997678
"p = 20","Yes",12.0102730454828
"p = 20","Yes",13.9080649473168
"p = 20","Yes",11.0418774795068
"p = 20","Yes",10.8464126604967
"p = 20","Yes",12.5272178538714
"p = 20","Yes",12.1348294119929
"p = 20","Yes",10.7516162245092
"p = 20","Yes",10.8128075335534
"p = 20","Yes",11.0651776717585
"p = 20","Yes",10.8289898890354
"p = 20","Yes",9.14806748280094
"p = 20","Yes",11.1175683614678
"p = 20","Yes",11.1049519399836
"p = 20","Yes",11.3440359748703
"p = 20","Yes",11.7273254647984
"p = 20","Yes",12.0109753485738
"p = 20","Yes",11.5867283590416
"p = 20","Yes",9.72780673466924
"p = 20","Yes",12.2416243926277
"p = 20","Yes",11.2301038251406
"p = 20","Yes",10.6534198920528
"p = 20","Yes",10.3422107046037
"p = 20","Yes",12.2019503912274
"p = 20","Yes",10.9077698533682
"p = 20","Yes",12.1597084028202
"p = 20","Yes",13.7943011854915
"p = 20","Yes",13.2814721126431
"p = 20","Yes",12.2611974264734
"p = 20","Yes",13.0109268583898
"p = 20","Yes",10.7067853322078
"p = 20","Yes",11.3649870536811
"p = 20","Yes",11.4424541708063
"p = 20","Yes",11.1311293693045
"p = 20","Yes",13.6634556286087
"p = 20","Yes",10.3598622229008
"p = 20","Yes",12.4496847660069
"p = 20","Yes",12.8438222906667
"p = 20","Yes",11.3123642114472
"p = 20","Yes",9.97707165793017
"p = 20","Yes",11.6922682732867
"p = 20","Yes",12.5238819590012
"p = 20","Yes",12.5393016437419
"p = 20","Yes",9.59675092294575
"p = 20","Yes",10.1143696193198
"p = 20","Yes",11.6168712912729
"p = 20","Yes",10.9441985463033
"p = 20","Yes",11.2498264108184
"p = 20","Yes",12.1121446438505
"p = 20","Yes",10.5494637279475
"p = 20","Yes",10.5565705270177
"p = 20","Yes",10.3678362262604
"p = 20","Yes",12.4281113603822
"p = 20","Yes",10.5813777701357
"p = 20","Yes",9.75974063324599
"p = 20","Yes",13.9110100089741
"p = 20","Yes",11.9463889041843
"p = 20","Yes",11.6211858377753
"p = 20","Yes",11.87471749827
"p = 20","Yes",11.9019531756547
"p = 20","Yes",11.4551607670227
"p = 20","Yes",13.5034585519737
"p = 20","Yes",12.3003043869202
"p = 20","Yes",10.2893990927817
"p = 20","Yes",9.60956771906538
"p = 20","Yes",9.18750074922583
"p = 20","Yes",11.2829227011081
"p = 20","Yes",10.6865826646216
"p = 20","Yes",11.59196124314
"p = 20","Yes",11.9873311324822
"p = 20","Yes",11.0638655027057
"p = 20","Yes",11.6903991205354
"p = 20","Yes",11.3660338973012
"p = 20","Yes",10.3677315866484
"p = 20","Yes",15.0603029739385
"p = 20","Yes",11.1183389735456
"p = 20","Yes",8.74043668115453
"p = 20","Yes",11.6606491656626
"p = 20","Yes",11.9408272613825
"p = 20","Yes",11.9575638477804
"p = 20","Yes",9.7217759435243
"p = 20","Yes",12.2580198949502
"p = 20","Yes",10.3460702810435
"p = 20","Yes",11.6484820254218
"p = 20","Yes",12.012600807182
"p = 20","Yes",10.7379360785828
"p = 20","Yes",11.912429359951
"p = 20","Yes",12.1588989886813
"p = 20","Yes",12.424352843858
"p = 20","Yes",10.7048471750588
"p = 20","Yes",11.9669056540352
"p = 20","Yes",10.8784295370208
"p = 20","Yes",11.7447635445693
"p = 20","Yes",12.357120651118
"p = 20","Yes",10.8786327563424
"p = 20","Yes",12.0150826218447
"p = 20","Yes",11.7876893244123
"p = 20","Yes",12.3320616020051
"p = 20","Yes",12.0727691300502
"p = 20","Yes",12.2402154985702
"p = 20","Yes",10.9951090362675
"p = 20","Yes",11.2745218446049
"p = 20","Yes",10.9218943616348
"p = 20","Yes",11.7527229880302
"p = 20","Yes",12.0388793460949
"p = 20","Yes",11.624435654593
"p = 20","Yes",9.79512060532321
"p = 20","Yes",11.4054078938698
"p = 20","Yes",11.5343512876275
"p = 20","Yes",11.3025021510584
"p = 20","Yes",12.5618046803369
"p = 20","Yes",12.0780104829642
"p = 20","Yes",13.3872492606377
"p = 20","Yes",12.4624804503396
"p = 20","Yes",11.1755036824459
"p = 20","Yes",10.3820915840547
"p = 20","Yes",11.6800305157492
"p = 20","Yes",11.4253437046955
"p = 20","Yes",10.5938560087403
"p = 20","Yes",10.7523987860984
"p = 20","Yes",11.5834440071371
"p = 20","Yes",10.4658817394277
"p = 20","Yes",12.0486466314609
"p = 20","Yes",11.0438622369191
"p = 20","Yes",11.4529284656554
"p = 20","Yes",10.2376019758778
"p = 20","Yes",12.3439194365425
"p = 20","Yes",11.9056395723667
"p = 20","Yes",12.3467791772961
"p = 20","Yes",11.669757156905
"p = 20","Yes",10.6775179398149
"p = 20","Yes",12.6668745016298
"p = 20","Yes",11.162074697768
"p = 20","Yes",15.0717438924963
"p = 20","Yes",11.1210525607874
"p = 20","Yes",11.534996830789
"p = 20","Yes",9.4406586950186
"p = 20","Yes",10.5839487526493
"p = 20","Yes",12.8797681251533
"p = 20","Yes",11.8367425252328
"p = 20","Yes",8.3038625290639
"p = 20","Yes",10.9258890061527
"p = 20","Yes",10.4639690062333
"p = 20","Yes",10.8763576251907
"p = 20","Yes",13.4206912909715
"p = 20","Yes",12.0465847781121
"p = 20","Yes",12.2519259863463
"p = 20","Yes",10.1624838184455
"p = 20","Yes",11.4763715474661
"p = 20","Yes",12.0612057433453
"p = 20","Yes",9.87327610663573
"p = 20","Yes",11.587720753828
"p = 20","Yes",12.9583500754332
"p = 20","Yes",11.4844951977851
"p = 20","Yes",11.2779745696521
"p = 20","Yes",12.6303147739919
"p = 20","Yes",11.0616599007783
"p = 20","Yes",11.5043223444218
"p = 20","Yes",12.2502536057039
"p = 20","Yes",8.14816473589607
"p = 20","Yes",12.7101812230827
"p = 20","Yes",10.8100422931607
"p = 20","Yes",10.7293761360821
"p = 20","Yes",11.4460154000172
"p = 20","Yes",12.0059434518398
"p = 20","Yes",11.5600572167784
"p = 20","Yes",12.5436416128566
"p = 20","Yes",11.5057323128193
"p = 20","Yes",10.7948083395108
"p = 20","Yes",12.7746328930831
"p = 20","Yes",12.9850043721859
"p = 20","Yes",10.939340684663
"p = 20","Yes",10.5978762724632
"p = 20","Yes",10.8148055994364
"p = 20","Yes",11.1348701563085
"p = 20","Yes",10.6501821162317
"p = 20","Yes",11.7562894662734
"p = 20","Yes",10.4228307935561
"p = 20","Yes",11.9161750118164
"p = 20","Yes",10.9594318808561
"p = 20","Yes",10.690243014932
"p = 20","Yes",10.9898080334015
"p = 20","Yes",10.6462008368453
"p = 20","Yes",10.025555269896
"p = 20","Yes",11.3210312868875
"p = 20","Yes",11.3205012148351
"p = 20","Yes",11.7716871136064
"p = 20","Yes",10.4780271608319
"p = 20","Yes",12.6918753110449
"p = 20","Yes",10.5184566513653
"p = 20","Yes",12.2906099562129
"p = 20","Yes",11.6715100650889
"p = 20","Yes",10.7223282814708
"p = 20","Yes",11.9962617506661
"p = 20","Yes",11.5218422240541
"p = 20","Yes",11.8607710574843
"p = 20","Yes",10.2754634303768
"p = 20","Yes",10.6212578953241
"p = 20","Yes",10.5355990970498
"p = 20","Yes",12.0161024080985
"p = 20","Yes",10.264943601106
"p = 20","Yes",11.9014068156615
"p = 20","Yes",10.263745060793
"p = 20","Yes",11.3220811063089
"p = 20","Yes",10.8338812060356
"p = 20","Yes",11.1669338110444
"p = 20","Yes",11.4893229130631
"p = 20","Yes",11.5722695205246
"p = 20","Yes",12.0515736184063
"p = 20","Yes",11.3395809766194
"p = 20","Yes",11.6748049182409
"p = 20","Yes",12.4932186314652
"p = 20","Yes",10.6865930046076
"p = 20","Yes",10.2694535909702
"p = 20","Yes",10.7686277294645
"p = 20","Yes",11.3949873641504
"p = 20","Yes",11.3229163832181
"p = 20","Yes",11.8140172466115
"p = 20","Yes",11.6375725395348
"p = 20","Yes",10.5370112700874
"p = 20","Yes",10.595421105522
"p = 20","Yes",11.0308074518553
"p = 20","Yes",10.0017646829163
"p = 20","Yes",12.2873418359796
"p = 20","Yes",12.284725563265
"p = 20","Yes",11.1485979743429
"p = 20","Yes",12.8439393561712
"p = 20","Yes",10.7086675926169
"p = 20","Yes",11.5734388425457
"p = 20","Yes",12.7328303008505
"p = 20","Yes",11.4008399532267
"p = 20","Yes",11.9690574309701
"p = 20","Yes",10.1724942036903
"p = 20","Yes",11.1689066828491
"p = 20","Yes",11.469274378206
"p = 20","Yes",10.3592427365296
"p = 20","Yes",10.542936615042
"p = 20","Yes",11.8983640921486
"p = 20","Yes",10.2430977323783
"p = 20","Yes",11.3322157032756
"p = 20","Yes",11.8900409924583
"p = 20","Yes",10.9711555049279
"p = 20","Yes",12.4038774579107
"p = 20","Yes",10.7654781560545
"p = 20","Yes",11.3460955644363
"p = 20","Yes",11.2049273246291
"p = 20","Yes",9.97480515710499
"p = 20","Yes",10.1480887368082
"p = 20","Yes",11.2430473920903
"p = 20","Yes",10.7270259193012
"p = 20","Yes",11.4375329559781
"p = 20","Yes",10.8690306062677
"p = 20","Yes",10.8340713758068
"p = 20","Yes",12.7827838563807
"p = 20","Yes",13.9438229085236
"p = 20","Yes",12.20295498987
"p = 20","Yes",11.4146434033197
"p = 20","Yes",11.1082721870826
"p = 20","Yes",11.0027482624433
"p = 20","Yes",11.8864851425361
"p = 20","Yes",11.7658060209157
"p = 20","Yes",11.977090450078
"p = 20","Yes",11.3936765737539
"p = 20","Yes",11.278848039549
"p = 20","Yes",11.1433455106642
"p = 20","Yes",10.933458694726
"p = 20","Yes",10.2502171122117
"p = 20","Yes",12.0040960439697
"p = 20","Yes",12.4066133062948
"p = 20","Yes",11.4858499921391
"p = 20","Yes",11.023976538471
"p = 20","Yes",11.2166502171617
"p = 20","Yes",11.8095076004344
"p = 20","Yes",13.7501693898731
"p = 20","Yes",10.3508898191938
"p = 20","Yes",11.9178773961731
"p = 20","Yes",11.893803958325
"p = 20","Yes",12.3236549479004
"p = 20","Yes",12.5509859549477
"p = 20","Yes",13.8042274327626
"p = 20","Yes",10.982588347798
"p = 20","Yes",10.6054722586432
"p = 20","Yes",10.8382897210637
"p = 20","Yes",10.6098909722302
"p = 20","Yes",9.58804651325202
"p = 20","Yes",12.3299439787077
"p = 20","Yes",10.2518624203977
"p = 20","Yes",11.1964637143386
"p = 20","Yes",10.5393362575344
"p = 20","Yes",13.7844888016353
"p = 20","Yes",12.6261855304419
"p = 20","Yes",11.7391471450167
"p = 20","Yes",10.1763394701662
"p = 20","Yes",11.6675185878066
"p = 20","Yes",9.96027476350628
"p = 20","Yes",11.7132226615905
"p = 20","Yes",11.8228494281323
"p = 20","Yes",10.4601009240277
"p = 20","Yes",13.033643418645
"p = 20","Yes",13.4562346502778
"p = 20","Yes",11.5227845602973
"p = 20","Yes",12.0996653789012
"p = 20","Yes",10.0384426302406
"p = 20","Yes",11.4527181618767
"p = 20","Yes",10.4034719837004
"p = 20","Yes",9.93032393387723
"p = 20","Yes",11.2818641390578
"p = 20","Yes",11.0127803834234
"p = 20","Yes",12.2058268916444
"p = 20","Yes",11.6164696930101
"p = 20","Yes",10.8314610676735
"p = 20","Yes",11.3433401729
"p = 20","Yes",11.7531515047799
"p = 20","Yes",11.6266368908241
"p = 20","Yes",11.5332470897296
"p = 20","Yes",10.1946460803024
"p = 20","Yes",11.933650115714
"p = 20","Yes",12.2698895705582
"p = 20","Yes",12.3383887540089
"p = 20","Yes",12.7509161135504
"p = 20","Yes",11.284899874786
"p = 20","Yes",11.5811871249745
"p = 20","Yes",10.603345087341
"p = 20","Yes",10.0000915372061
"p = 20","Yes",10.9525275341254
"p = 20","Yes",11.2689965834104
"p = 20","Yes",12.0206200467116
"p = 20","Yes",10.8775996050381
"p = 20","Yes",10.1448303254764
"p = 20","Yes",9.93724389949738
"p = 20","Yes",12.9397792107993
"p = 20","Yes",11.2074997021295
"p = 20","Yes",11.6464722705906
"p = 20","Yes",9.77620521423214
"p = 20","Yes",11.7796855966636
"p = 20","Yes",12.5455610433034
"p = 20","Yes",12.7110866894497
"p = 20","Yes",11.5357158779525
"p = 20","Yes",12.4622961678372
"p = 20","Yes",11.8609994189018
"p = 20","Yes",11.3537916502838
"p = 20","Yes",13.9067036132031
"p = 20","Yes",11.9627606821197
"p = 20","Yes",10.8532250171161
"p = 20","Yes",12.1179062720685
"p = 20","Yes",11.6505858832476
"p = 20","Yes",11.8723059440797
"p = 20","Yes",13.5563004082621
"p = 20","Yes",11.4570224036165
"p = 20","Yes",9.64424183701109
"p = 20","Yes",11.1520590569441
"p = 20","Yes",12.6353363036535
"p = 20","Yes",11.8752705368546
"p = 20","Yes",10.0250438511427
"p = 20","Yes",10.5414663218892
"p = 20","Yes",11.2547794420556
"p = 20","Yes",12.2066637366643
"p = 20","Yes",10.4113199693267
"p = 20","Yes",11.2194578666758
"p = 20","Yes",10.0871520938847
"p = 20","Yes",11.0329100413249
"p = 20","Yes",11.180809950963
"p = 20","Yes",12.1041316446595
"p = 20","Yes",11.4263003588962
"p = 20","Yes",12.0096471683237
"p = 20","Yes",10.3332869894536
"p = 20","Yes",10.6076030422175
"p = 20","Yes",9.86244232340332
"p = 20","Yes",10.7001920964126
"p = 20","Yes",11.1740693273372
"p = 20","Yes",12.3601570150063
"p = 20","Yes",12.4807505111523
"p = 20","Yes",10.9533587524091
"p = 20","Yes",10.1900990735175
"p = 20","Yes",11.7326557216831
"p = 20","Yes",13.5175447303392
"p = 20","Yes",12.3764000066661
"p = 20","Yes",10.4447861591216
"p = 20","Yes",11.8209837591804
"p = 20","Yes",11.9682674036556
"p = 20","Yes",13.2301030011759
"p = 20","Yes",11.667881815248
"p = 20","Yes",11.8988945172996
"p = 20","Yes",12.4803525919121
"p = 20","Yes",9.92337057704483
"p = 20","Yes",10.587471944974
"p = 20","Yes",10.9239760003527
"p = 20","Yes",9.06831701286635
"p = 20","Yes",11.4843315798752
"p = 20","Yes",11.7751639430992
"p = 20","Yes",12.5520181930772
"p = 20","Yes",11.3545830163523
"p = 20","Yes",11.0082446888526
"p = 20","Yes",9.8530130088187
"p = 20","Yes",14.0919914299751
"p = 20","Yes",12.2057442604616
"p = 20","Yes",13.9737172263694
"p = 20","Yes",10.5892025281243
"p = 20","Yes",10.0945981599854
"p = 20","Yes",11.2851845495434
"p = 20","Yes",11.9003118979666
"p = 20","Yes",10.2984091346307
"p = 20","Yes",10.3083988860849
"p = 20","Yes",10.9825914519131
"p = 20","Yes",9.83890771801561
"p = 20","Yes",11.2946506846337
"p = 20","Yes",11.9570030259742
"p = 20","Yes",12.5635131539445
"p = 20","Yes",11.307004803892
"p = 20","Yes",12.1106156987932
"p = 20","Yes",9.67828202509657
"p = 20","Yes",10.7494065577832
"p = 20","Yes",10.2691120839931
"p = 20","Yes",10.9509283397636
"p = 20","Yes",14.2282070299303
"p = 20","Yes",12.0045032898476
"p = 20","Yes",13.1753327820511
"p = 20","Yes",13.3859726788205
"p = 20","Yes",11.921026748999
"p = 20","Yes",10.7624496119645
"p = 20","Yes",10.1900992734459
"p = 20","Yes",10.8915051204858
"p = 20","Yes",10.4038754320124
"p = 20","Yes",10.4099855833286
"p = 20","Yes",9.93399221624948
"p = 20","Yes",12.5317751191081
"p = 20","Yes",10.2641214750293
"p = 20","Yes",11.2516212527359
"p = 20","Yes",11.800478992714
"p = 20","Yes",12.5175413567615
"p = 20","Yes",10.6396923238359
"p = 20","Yes",12.1377102177972
"p = 20","Yes",11.6922126172426
"p = 20","Yes",10.6516417648619
"p = 20","Yes",12.7628351777603
"p = 20","Yes",12.4640621509745
"p = 20","Yes",13.5148312350059
"p = 20","Yes",12.1258143133754
"p = 20","Yes",9.72246948135157
"p = 20","Yes",11.7798909352447
"p = 20","Yes",10.9608057949329
"p = 20","Yes",11.1884575455933
"p = 20","Yes",11.485532238286
"p = 20","Yes",12.4310424917782
"p = 20","Yes",12.8125969386097
"p = 20","Yes",11.5732767178234
"p = 20","Yes",11.0075298739542
"p = 20","Yes",12.1940309144693
"p = 20","Yes",11.1327095650549
"p = 20","Yes",12.7343682673152
"p = 20","Yes",11.5246831910429
"p = 20","Yes",12.2652738515865
"p = 20","Yes",11.1289733355745
"p = 20","Yes",11.1410793963517
"p = 20","Yes",12.3308649352259
"p = 20","Yes",10.8710940220583
"p = 20","Yes",11.5171997649827
"p = 20","Yes",11.2630999861045
"p = 20","Yes",10.5214703908182
"p = 20","Yes",10.051271021626
"p = 20","Yes",10.5384316199066
"p = 20","Yes",12.5663848984667
"p = 20","Yes",10.4905918663007
"p = 20","Yes",10.8529650021569
"p = 20","Yes",10.2518001874258
"p = 20","Yes",11.1052621526323
"p = 20","Yes",12.4048550380158
"p = 20","Yes",10.1773853211658
"p = 20","Yes",11.9343405015708
"p = 20","Yes",11.2870655465372
"p = 20","Yes",9.92991305263478
"p = 20","Yes",11.1876413929317
"p = 20","Yes",11.7257167334259
"p = 20","Yes",9.42025185528163
"p = 20","Yes",11.0357292982593
"p = 20","Yes",11.2928215530429
"p = 20","Yes",10.8600842060811
"p = 20","Yes",12.2900260322163
"p = 20","Yes",11.9013168330203
"p = 20","Yes",10.7788310422562
"p = 20","Yes",11.5481007275812
"p = 20","Yes",11.7282123447541
"p = 20","Yes",9.74283703116144
"p = 20","Yes",11.5744392827323
"p = 20","Yes",13.9707053771208
"p = 20","Yes",10.9439259816466
"p = 20","Yes",10.5752204063956
"p = 20","Yes",12.2185939950315
"p = 20","Yes",11.8848415317845
"p = 20","Yes",10.6617047017363
"p = 20","Yes",12.3182416194571
"p = 20","Yes",10.471731725636
"p = 20","Yes",11.0162299461727
"p = 20","Yes",11.9889814395082
"p = 20","Yes",11.0445443775272
"p = 20","Yes",12.3234989330227
"p = 20","Yes",11.5487527771361
"p = 20","Yes",10.3418589980497
"p = 20","Yes",10.0956813719703
"p = 20","Yes",11.2408566348454
"p = 20","Yes",11.5275175108395
"p = 20","Yes",10.2917472678278
"p = 20","Yes",12.0730880526955
"p = 20","Yes",12.1048703765844
"p = 20","Yes",11.4072156214157
"p = 20","Yes",10.8510086900961
"p = 20","Yes",9.98274344220926
"p = 20","Yes",11.2476845015285
"p = 20","Yes",12.9096004329877
"p = 20","Yes",12.8405527548972
"p = 20","Yes",11.4148988753724
"p = 20","Yes",10.9460715222858
"p = 20","Yes",9.50488736172378
"p = 20","Yes",11.3582368601779
"p = 20","Yes",12.188258032558
"p = 20","Yes",9.55512353822502
"p = 20","Yes",10.2909746482553
"p = 20","Yes",11.6334542469496
"p = 20","Yes",11.8090236320069
"p = 20","Yes",10.6291153334139
"p = 20","Yes",10.8717541103534
"p = 20","Yes",13.5293880427157
"p = 20","Yes",12.5771885480234
"p = 20","Yes",12.6416719750774
"p = 20","Yes",14.2917996676605
"p = 20","Yes",12.9270500000892
"p = 20","Yes",10.9725319185709
"p = 20","Yes",11.0357784482873
"p = 20","Yes",12.2856735709936
"p = 20","Yes",11.9419915070942
"p = 20","Yes",10.8563474008756
"p = 20","Yes",11.08894125472
"p = 20","Yes",12.6148093063682
"p = 20","Yes",10.285139746785
"p = 20","Yes",10.0112916308833
"p = 20","Yes",12.2057242078827
"p = 20","Yes",10.7642604774647
"p = 20","Yes",11.2676721873754
"p = 20","Yes",10.0579204405589
"p = 20","Yes",11.4739466506356
"p = 20","Yes",11.5467129964157
"p = 20","Yes",9.67500763824999
"p = 20","Yes",10.032110721587
"p = 20","Yes",12.7568157177754
"p = 20","Yes",11.3949466057302
"p = 20","Yes",10.5521043499346
"p = 20","Yes",12.0506312988538
"p = 20","Yes",12.1278645516159
"p = 20","Yes",10.8181617735019
"p = 20","Yes",10.0407941297985
"p = 20","Yes",10.598976318611
"p = 20","Yes",10.8614276802084
"p = 20","Yes",11.8238862734587
"p = 20","Yes",11.5092293713964
"p = 20","Yes",10.5396615317658
"p = 20","Yes",11.8721330285403
"p = 20","Yes",11.8288145719405
"p = 20","Yes",12.1795689194984
"p = 20","Yes",11.0641907132274
"p = 20","Yes",11.5374568817007
"p = 20","Yes",11.9130996419856
"p = 20","Yes",11.3217458925954
"p = 20","Yes",11.837838599057
"p = 20","Yes",11.8710466350943
"p = 20","Yes",11.5832996746959
"p = 20","Yes",10.86425526805
"p = 20","Yes",13.2306318034917
"p = 20","Yes",10.9815562038771
"p = 20","Yes",11.6557601920547
"p = 20","Yes",10.2769435912458
"p = 20","Yes",10.9413592750943
"p = 20","Yes",10.7472071354541
"p = 20","Yes",11.2340539097007
"p = 20","Yes",12.2935509686517
"p = 20","Yes",11.7242345300662
"p = 20","Yes",10.4471595091352
"p = 20","Yes",9.94523208350277
"p = 20","Yes",11.8061989441016
"p = 20","Yes",12.2404413753065
"p = 20","Yes",11.1346950847202
"p = 20","Yes",11.0862898915434
"p = 20","Yes",11.9705216835969
"p = 20","Yes",11.9667689443142
"p = 20","Yes",11.7857512380649
"p = 20","Yes",10.8487668267416
"p = 20","Yes",13.5574618221325
"p = 20","Yes",11.7675454170926
"p = 20","Yes",12.2210645811869
"p = 20","Yes",11.5706289125981
"p = 20","Yes",11.0443872515433
"p = 20","Yes",10.634577354207
"p = 20","Yes",11.4473941245518
"p = 20","Yes",10.7824595619367
